key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt,key_resp_PANAS_1.keys,key_resp_PANAS_1.rt,key_resp_PANAS_test.keys,key_resp_PANAS_test.rt,trials_PANAS.thisRepN,trials_PANAS.thisTrialN,trials_PANAS.thisN,trials_PANAS.thisIndex,trials_PANAS.ran,adjective,posneg,panasnum,PANASLoop.thisRepN,PANASLoop.thisTrialN,PANASLoop.thisN,PANASLoop.thisIndex,PANASLoop.ran,OrderofScales.thisRepN,OrderofScales.thisTrialN,OrderofScales.thisN,OrderofScales.thisIndex,OrderofScales.ran,nRepsPANAS,nRepsBDI,nRepsSHAPS,nRepsSTAI,key_resp.keys,key_resp.rt,key_resp_instr_STAI_state_2.keys,key_resp_instr_STAI_state_2.rt,key_resp_STAI_state_test.keys,key_resp_STAI_state_test.rt,trials_STAI_state.thisRepN,trials_STAI_state.thisTrialN,trials_STAI_state.thisN,trials_STAI_state.thisIndex,trials_STAI_state.ran,text_STAI_state,control_STAI_state,Item_nr_STAI_state,rescore_STAI_state,key_resp_STAI_2.keys,key_resp_STAI_2.rt,key_resp_STAI_trait_test.keys,key_resp_STAI_trait_test.rt,trials_STAI_trait.thisRepN,trials_STAI_trait.thisTrialN,trials_STAI_trait.thisN,trials_STAI_trait.thisIndex,trials_STAI_trait.ran,text_STAI_trait,control_STAI_trait,Item_nr_STAI_trait,rescore_STAI_trait,STAILoop.thisRepN,STAILoop.thisTrialN,STAILoop.thisN,STAILoop.thisIndex,STAILoop.ran,key_resp_Instr_SHAPS.keys,key_resp_Instr_SHAPS.rt,key_resp_SHAPS_test.keys,trials_SHAPS.thisRepN,trials_SHAPS.thisTrialN,trials_SHAPS.thisN,trials_SHAPS.thisIndex,trials_SHAPS.ran,statement_SHAPS,control_SHAPS,Item_nr_SHAPS,SHAPSLoop.thisRepN,SHAPSLoop.thisTrialN,SHAPSLoop.thisN,SHAPSLoop.thisIndex,SHAPSLoop.ran,key_resp_BDI_1.keys,key_resp_BDI_1.rt,key_resp_BDI_2.keys,key_resp_BDI_2.rt,key_resp_BDI_trials.keys,key_resp_BDI_trials.rt,trials_BDI.thisRepN,trials_BDI.thisTrialN,trials_BDI.thisN,trials_BDI.thisIndex,trials_BDI.ran,Title_BDI,statement_1_BDI,statement_2_BDI,statement_3_BDI,statement_4_BDI,BDILoop.thisRepN,BDILoop.thisTrialN,BDILoop.thisN,BDILoop.thisIndex,BDILoop.ran,key_resp_instr_Social_media_scale.keys,key_resp_instr_Social_media_scale.rt,key_resp_Social_media_scale_test.keys,key_resp_Social_media_scale_test.rt,Social_media_loop.thisRepN,Social_media_loop.thisTrialN,Social_media_loop.thisN,Social_media_loop.thisIndex,Social_media_loop.ran,Social_media_statement,Item_nr,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_3.keys,key_resp_instr_3.rt,key_resp_instr_4.keys,key_resp_instr_4.rt,key_resp_instr_5.keys,key_resp_instr_5.rt,key_resp_instr_6.keys,key_resp_instr_6.rt,key_resp_instr_7.keys,key_resp_instr_7.rt,key_resp_instr_8.keys,key_resp_instr_8.rt,key_resp_instr_9.keys,key_resp_instr_9.rt,key_resp_instr_practice_b.keys,key_resp_instr_practice_b.rt,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_repeat_practice.keys,key_resp_end_experiment.keys,Practice_B.thisRepN,Practice_B.thisTrialN,Practice_B.thisN,Practice_B.thisIndex,Practice_B.ran,Trial_nr,Block_nr,Block_cond,Symbol_left,Symbol_right,Highlighted,Outcome,corrAns,Image,Trial_within_block,Trial_cond,Block_value,key_ass,answer_left,answer_right,key_resp_repeat_practice.rt,key_resp_instr_main_b.keys,key_resp_instr_main_b.rt,key_resp_pause.keys,Main_B.thisRepN,Main_B.thisTrialN,Main_B.thisN,Main_B.thisIndex,Main_B.ran,key_resp_pause.rt,Group_B.thisRepN,Group_B.thisTrialN,Group_B.thisN,Group_B.thisIndex,Group_B.ran,key_resp_memory.keys,key_resp_memory.rt,key_resp_memory_trials.keys,key_resp_memory_trials.rt,memory_loop.thisRepN,memory_loop.thisTrialN,memory_loop.thisN,memory_loop.thisIndex,memory_loop.ran,Memory_cond,Phase,key_resp_end.keys,key_resp_end.rt
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4236,,,0,29,29,29,1,30,Practice,Practice_N,waterfall.jpg,city.jpg,right,nl,m,Stimuli/Practice/CrepeMaker.jpg,30,1,neg,B,Sad.png,Neutral.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.4667,,,0,30,30,30,1,31,Practice,Practice_N,waterfall.jpg,city.jpg,left,loss,c,Stimuli/Practice/BicyclePedal.jpg,31,1,neg,B,Sad.png,Neutral.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4813,space,,0,31,31,31,1,32,Practice,Practice_N,waterfall.jpg,city.jpg,right,nl,m,Stimuli/Practice/GrillRack.jpg,32,1,neg,B,Sad.png,Neutral.png,3.206,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.5921,,,,,,,,1,1,acquisition_P,ranch.jpg,cathedral.jpg,left,nr,m,Stimuli/Encoding/Stool_Metal.jpg,1,1,pos,B,Happy.png,Neutral.png,,space,20.5566,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.5731,,,,,,,,2,1,acquisition_P,ranch.jpg,cathedral.jpg,right,r,c,Stimuli/Encoding/Lens_Camera.jpg,2,1,pos,B,Happy.png,Neutral.png,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.6712,,,,,,,,3,1,acquisition_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/Toy_MerryGoRound.jpg,3,1,pos,B,Happy.png,Neutral.png,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.7001,,,,,,,,4,1,acquisition_P,ranch.jpg,cathedral.jpg,right,r,c,Stimuli/Encoding/Glove_Baseball.jpg,4,1,pos,B,Happy.png,Neutral.png,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.9024,,,,,,,,5,1,acquisition_P,ranch.jpg,cathedral.jpg,right,nr,c,Stimuli/Encoding/Abacus.jpg,5,0,pos,B,Happy.png,Neutral.png,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.9336,,,,,,,,6,1,acquisition_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Shoes_DutchClogs.jpg,6,1,pos,B,Happy.png,Neutral.png,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.7367,,,,,,,,7,1,acquisition_P,ranch.jpg,cathedral.jpg,left,nr,m,Stimuli/Encoding/SiloGrain.jpg,7,1,pos,B,Happy.png,Neutral.png,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.8675,,,,,,,,8,1,acquisition_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Chair_Office.jpg,8,1,pos,B,Happy.png,Neutral.png,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.5844,,,,,,,,9,1,acquisition_P,ranch.jpg,cathedral.jpg,right,r,c,Stimuli/Encoding/Tractor_Yellow.jpg,9,1,pos,B,Happy.png,Neutral.png,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.5007,,,,,,,,10,1,acquisition_P,ranch.jpg,cathedral.jpg,left,nr,m,Stimuli/Encoding/Inukshuk.jpg,10,1,pos,B,Happy.png,Neutral.png,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.2836,,,,,,,,11,1,acquisition_P,ranch.jpg,cathedral.jpg,right,r,c,Stimuli/Encoding/Toy_ElephantPlastic.jpg,11,1,pos,B,Happy.png,Neutral.png,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.836,,,,,,,,12,1,acquisition_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Barrel_Wine.jpg,12,1,pos,B,Happy.png,Neutral.png,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4842,,,,,,,,13,1,acquisition_P,ranch.jpg,cathedral.jpg,left,r,m,Stimuli/Encoding/ProcessorFood_Old.jpg,13,0,pos,B,Happy.png,Neutral.png,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.5661,,,,,,,,14,1,acquisition_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/Fridge.jpg,14,1,pos,B,Happy.png,Neutral.png,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.5015,,,,,,,,15,1,acquisition_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Bread_Melon.jpg,15,1,pos,B,Happy.png,Neutral.png,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.6633,,,,,,,,16,1,acquisition_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/Broom_Short.jpg,16,1,pos,B,Happy.png,Neutral.png,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.9171,,,,,,,,17,1,acquisition_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Socks_Baby.jpg,17,1,pos,B,Happy.png,Neutral.png,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.3978,,,,,,,,18,1,acquisition_P,cathedral.jpg,ranch.jpg,left,nr,c,Stimuli/Encoding/Statue_Jesus.jpg,18,0,pos,B,Happy.png,Neutral.png,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4168,,,,,,,,19,1,acquisition_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/WaterColorPaintset.jpg,19,1,pos,B,Happy.png,Neutral.png,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.5544,,,,,,,,20,1,acquisition_P,ranch.jpg,cathedral.jpg,left,nr,m,Stimuli/Encoding/Cassette_Video.jpg,20,1,pos,B,Happy.png,Neutral.png,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.7057,,,,,,,,21,1,acquisition_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/Dropper.jpg,21,1,pos,B,Happy.png,Neutral.png,,,,,0,20,20,20,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.5631,,,,,,,,22,1,acquisition_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Door_Green.jpg,22,1,pos,B,Happy.png,Neutral.png,,,,,0,21,21,21,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.489,,,,,,,,23,1,acquisition_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/Jet.jpg,23,1,pos,B,Happy.png,Neutral.png,,,,,0,22,22,22,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6176,,,,,,,,24,1,acquisition_P,ranch.jpg,cathedral.jpg,right,r,c,Stimuli/Encoding/PirateFlag.jpg,24,1,pos,B,Happy.png,Neutral.png,,,,,0,23,23,23,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,1.2515,,,,,,,,25,1,acquisition_P,ranch.jpg,cathedral.jpg,right,r,c,Stimuli/Encoding/PoliceTape.jpg,25,1,pos,B,Happy.png,Neutral.png,,,,,0,24,24,24,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.4003,,,,,,,,26,1,acquisition_P,ranch.jpg,cathedral.jpg,right,nr,c,Stimuli/Encoding/Perfume.jpg,26,0,pos,B,Happy.png,Neutral.png,,,,,0,25,25,25,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.3512,,,,,,,,27,1,acquisition_P,ranch.jpg,cathedral.jpg,left,nr,m,Stimuli/Encoding/Boardgame_Chess.jpg,27,1,pos,B,Happy.png,Neutral.png,,,,,0,26,26,26,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4165,,,,,,,,28,1,acquisition_P,cathedral.jpg,ranch.jpg,right,r,m,Stimuli/Encoding/Card_TwoSpade.jpg,28,0,pos,B,Happy.png,Neutral.png,,,,,0,27,27,27,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.5502,,,,,,,,29,1,acquisition_P,ranch.jpg,cathedral.jpg,left,nr,m,Stimuli/Encoding/Bird_Duck.jpg,29,1,pos,B,Happy.png,Neutral.png,,,,,0,28,28,28,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4377,,,,,,,,30,1,acquisition_P,ranch.jpg,cathedral.jpg,left,nr,m,Stimuli/Encoding/Boat_Sail.jpg,30,1,pos,B,Happy.png,Neutral.png,,,,,0,29,29,29,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.7163,,,,,,,,31,1,acquisition_P,cathedral.jpg,ranch.jpg,right,r,m,Stimuli/Encoding/Printer.jpg,31,0,pos,B,Happy.png,Neutral.png,,,,,0,30,30,30,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.283,,,,,,,,32,1,acquisition_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Blanket.jpg,32,1,pos,B,Happy.png,Neutral.png,,,,,0,31,31,31,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.9388,,,,,,,,33,2,reversal_P_N,cathedral.jpg,ranch.jpg,right,nl,m,Stimuli/Encoding/Backhoe.jpg,1,1,neg,B,Sad.png,Neutral.png,,,,,0,32,32,32,1,,,,,,,,,,,,,,,,,,,
,,19,001,2023-09-27_11h14.49.048,Experiment_Tuerk,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.7382,,,,,,,,34,2,reversal_P_N,cathedral.jpg,ranch.jpg,right,nl,m,Stimuli/Encoding/MobilityScooter.jpg,2,1,neg,B,Sad.png,Neutral.png,,,,,0,33,33,33,1,,,,,,,,,,,,,,,,,,,
